actively_hiring,Type_of_job,company_name,location,salary,experience,experience_enc
1.0,hr manager,career comfort,remote,₹  2 - 2.4 lpa,0-2 years,2
1.0,finance trainee,mcdonald's,delhi,₹  2 - 2.2 lpa,0-2 years,2
,junior teacher,the cerebral academy,bangalore,₹  2.01 - 2.5 lpa,0-2 years,2
,computer operator,psrao exports,hyderabad,₹  2 - 2.1 lpa,0-2 years,2
,business analyst,rebin infotech,kolkata,₹  2 - 2.2 lpa,0-2 years,2
1.0,territory business manager,bourgeon lifesciences private limited,bangalore,₹  2.2 - 3 lpa,0-2 years,2
,human resources (hr) executive,opus galleria,pune,₹  2 - 2.5 lpa,0-2 years,2
,corporate sales executive,marconix sales and marketing private limited,bangalore,₹  2.4 - 3 lpa,0-2 years,2
,associate lawyer,"rana gurtej singh, advocate",chandigarh,₹  2.2 lpa,0-2 years,2
,mechanical engineer,alcomotive india,noida,₹  2 - 2.6 lpa,0-2 years,2
1.0,corporate sales executive,maaesa creations,jaipur,₹  2 - 2.5 lpa,0-2 years,2
,inside sales executive,yo doozy,bangalore,₹  3 - 3.6 lpa,0-2 years,2
,field sales executive,sigma trade wings,lucknow,₹  2 - 2.5 lpa,0-2 years,2
,business development manager,shriram fortune solution limited,lucknow,₹  2.5 - 3.5 lpa,0-2 years,2
,influencer marketing executive,pubblisher media,chennai,₹  2 - 2.4 lpa,0-2 years,2
,full stack developer,prodios labs,delhi,₹  4 - 5 lpa,0-5 years,4
,field sales executive,pritrushi engineers,kota,₹  2 - 3 lpa,0-2 years,2
,business development executive,egniol services private limited,ahmedabad,₹  3 - 7 lpa,0-5 years,4
1.0,sales executive,axe consultancy and security services llc,surat,₹  3 - 3.96 lpa,0-2 years,2
,.net developer,zibma infotech,surat,₹  2 - 3 lpa,0-2 years,2
,business development executive,arcedior international private limited,ahmedabad,₹  2.5 - 4.5 lpa,0-2 years,2
,academic counsellor/sales executive,british lingua,delhi,₹  2 - 3.6 lpa,0-2 years,2
,site engineer - interior,team architects,jaipur,₹  2.4 - 3 lpa,0-2 years,2
,business operations- inside sales,bonwic technologies,delhi,₹  3 - 4 lpa,0-2 years,2
,associate telecaller,paisese.com,noida,₹  2.4 - 2.8 lpa,0-2 years,2
,analyst - content management,grant thornton indus,bangalore,₹  3 - 5 lpa,0-5 years,4
,telecaller,colorsmart enterprises,chennai,₹  2 - 2.4 lpa,0-2 years,2
,associate telecaller,shortfundly,chennai,₹  2.4 lpa,0-2 years,2
,care coordinator - (business development associate),pristyn care,delhi,₹  3 - 4.5 lpa,0-2 years,2
,junior search engine optimization (seo) executive,fx retina,lucknow,₹  2 - 5 lpa,0-5 years,4
,data research analyst,tops infosolutions,ahmedabad,₹  2 - 3 lpa,0-2 years,2
,field sales executive,bioroles automation systems private limited,vashi navi mumbai,₹  2.2 - 3.2 lpa,0-2 years,2
,customer acquisition executive,hostello india private limited,lucknow,₹  2 - 2.4 lpa,0-2 years,2
,human resources (hr) executive,velocity consultancy,mumbai,₹  2 - 3 lpa,0-2 years,2
,field sales executive,yohms realty private limited,bangalore,₹  2.4 - 3.6 lpa,0-2 years,2
,executive assistant,imds solutions private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,telecaller,snowlite enterprises,jaipur,₹  2 lpa,0-2 years,2
,counselor,confluence educational services private limited,hyderabad,₹  2 - 3 lpa,0-2 years,2
,relationship manager,triventure advisory pvt ltd,mumbai,₹  2 - 3 lpa,0-2 years,2
,business development executive,vision earthcare private limited,pune,₹  2.5 - 3 lpa,0-2 years,2
,hr recruiter,simba staffing,hyderabad,₹  2 - 3 lpa,0-2 years,2
,human resources (hr) executive,creaid labs private limited,bangalore,₹  2 - 2.2 lpa,0-2 years,2
,tele marketing executive,smartfusion corporate solutions private limited,chennai,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,lilac insights private limited,ahmedabad,₹  3 - 4 lpa,0-2 years,2
,digital marketing associate,nitashh marketing,remote,₹  2 - 2.01 lpa,0-2 years,2
,dealer success manager,cardekho.com,remote,₹  3 - 4 lpa,0-2 years,2
,corporate sales executive,wallfort group,raipur,₹  2 - 5 lpa,0-5 years,4
,corporate sales executive,ze way mobility private limited,delhi,₹  2 - 2.2 lpa,0-2 years,2
,telecaller,trdfin support services,chennai,₹  2 - 2.1 lpa,0-2 years,2
,junior assistant dog trainer,chetna malik,faridabad,₹  2 - 4 lpa,0-2 years,2
,junior content writer,vritti solution limited,mumbai,₹  2 - 2.3 lpa,0-2 years,2
,graphic designer,apni cabs,mohali,₹  2 - 3 lpa,0-2 years,2
,software engineer,pe front office,gurgaon,₹  2.4 - 3.6 lpa,0-2 years,2
,social media executive and copywriter,maxreach digicorp incorporation,mohali,₹  2 - 4.5 lpa,0-2 years,2
,relationship officer,yuvashakti foundation,ahmedabad,₹  2 lpa,0-2 years,2
,graphic designer,nspiresoft llp,pune,₹  2 lpa,0-2 years,2
,talent acquisition specialist,om careers,ludhiana,₹  2 - 3.5 lpa,0-2 years,2
,client relationship manager,ace corporate gifts,hyderabad,₹  2 - 2.4 lpa,0-2 years,2
,corporate sales executive,futurz staffing solutions,mumbai,₹  2.5 - 3 lpa,0-2 years,2
,business development executive,kanakkupillai,chennai,₹  2 - 3 lpa,0-2 years,2
,talent acquisition specialist,om careers,ludhiana,₹  2 - 3 lpa,0-2 years,2
,associate - reporting & insights,annalect india,chennai,₹  3.5 lpa,0-2 years,2
,assistant - alumni support & engagement,the akanksha foundation,mumbai,₹  2.25 - 2.75 lpa,0-2 years,2
1.0,guest relations executive,loyaltician crm india private limited,vadodara,₹  2 - 2.4 lpa,0-2 years,2
,graphic designer,geofarer solutions pvt ltd,navi mumbai,₹  2 - 2.4 lpa,0-2 years,2
,corporate sales executive,nobroker technologies solutions private limited,bangalore,₹  3 - 3.3 lpa,0-2 years,2
1.0,digital marketing executive,gloify,bangalore,₹  3 - 3.1 lpa,0-2 years,2
1.0,operations executive,uniacco,mumbai,₹  3 - 4 lpa,0-2 years,2
1.0,business development associate,zylu business solutions private limited,bangalore,₹  3.5 - 8 lpa,0-5 years,4
1.0,customer support executive,sharepal,remote,₹  2 lpa,0-2 years,2
,corporate sales executive,great value projects india limited,delhi,₹  2 - 2.5 lpa,0-2 years,2
,customer service specialist,tech mahindra limited,delhi,₹  2 - 3 lpa,0-2 years,2
,creative designer,oxper marketing automation llp,gurgaon,₹  2 - 4.25 lpa,0-2 years,2
,relationship manager,archishtech solutions,bangalore,₹  2.5 - 5.5 lpa,0-5 years,4
,business development manager,aliens group,hyderabad,₹  10 - 20 lpa,0-5 years,4
,business development executive,ancient roots,ahmedabad,₹  2 - 3 lpa,0-2 years,2
,graphic designer,policypoint insurance broking pvt ltd,mumbai,₹  2 - 3 lpa,0-2 years,2
,data analytics associate,aneja associates,mumbai,₹  3 - 5 lpa,0-5 years,4
1.0,telesales executive,silfra technologies,pune,₹  2.4 - 3 lpa,0-2 years,2
1.0,corporate sales executive,kritsnam technologies private limited,ahmedabad,₹  2 - 2.4 lpa,0-2 years,2
,telecaller,growth alleys,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,junior recruitment executive,its all about people,delhi,₹  2 - 3 lpa,0-2 years,2
,client partner,roadads india private limited,mumbai,₹  2 - 3.5 lpa,0-2 years,2
,accountant,basttion security and bouncers,kasarwadi,₹  2 - 2.1 lpa,0-2 years,2
,business development executive,addweb solution private limited,ahmedabad,₹  2.8 - 4.24 lpa,0-2 years,2
,assistant manager sales,marasim digital,noida,₹  3 - 4 lpa,0-2 years,2
,robotics engineer,vigyantram technology,delhi,₹  3 - 5 lpa,0-5 years,4
,corporate sales associate,the b-town fleaa,mumbai,₹  4 - 5 lpa,0-5 years,4
,graphic designer,ramp asia,delhi,₹  2 - 2.4 lpa,0-2 years,2
1.0,backend manager,apsk production & entertainment private limited,noida,₹  2 - 2.4 lpa,0-2 years,2
1.0,chemistry research associate,primary healthtech,guwahati,₹  2 - 2.5 lpa,0-2 years,2
,l1 network engineer,netoyed,noida,₹  2.5 - 3 lpa,0-2 years,2
,back office operations manager,vijay kumar arya,gurgaon,₹  2.1 lpa,0-2 years,2
,admission counsellor,school of fashion design & innovation,pune,₹  2 - 2.5 lpa,0-2 years,2
,business development specialist,pi consulting,noida,₹  2 - 3 lpa,0-2 years,2
,chat processing associate,invisit,delhi,₹  2 lpa,0-2 years,2
,full stack developer,blobcity,mumbai,₹  3 lpa,0-2 years,2
,junior telecaller,smmart training & consultancy services private limited,mumbai,₹  2 lpa,0-2 years,2
,hr executive,k12 techno services private limited,sonepat,₹  2.5 - 3 lpa,0-2 years,2
,sales associate,devtown,bangalore,₹  4 - 5 lpa,0-5 years,4
,junior interior designer,incubex business consulting services private limited,bangalore,₹  2 - 2.5 lpa,0-2 years,2
,admission advisor - executive,whistling woods international,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,business development executive,suventure services private limited,delhi,₹  4 - 7 lpa,0-5 years,4
1.0,full stack web developer,mentorboxx,remote,₹  5 - 10 lpa,0-5 years,4
,visa processing executive,cosmic overseas consultant,hyderabad,₹  2 - 3 lpa,0-2 years,2
,mechanical engineer,gotey automation systems,thane,₹  2 lpa,0-2 years,2
1.0,sales manager,gainers realtors llp,gurgaon,₹  4.8 - 6 lpa,0-5 years,4
,telecaller,urbancrafts,remote,₹  2 lpa,0-2 years,2
1.0,full stack developer,buddha education association incorporation,remote,₹  5 - 10 lpa,0-5 years,4
1.0,relationship manager,global eduversity,delhi,₹  2.4 - 3 lpa,0-2 years,2
,academic counsellor,international school of design,hyderabad,₹  2 - 2.1 lpa,0-2 years,2
1.0,service engineer,sonodiag solutions,bangalore,₹  2 - 3 lpa,0-2 years,2
1.0,customer success associate,corizo edu-tech,bangalore,₹  3.2 lpa,0-2 years,2
1.0,associate content developer (english),k4craft,jaipur,₹  2 lpa,0-2 years,2
,field sales executive,stellar windows,bangalore,₹  2 - 3 lpa,0-2 years,2
,business sales consultants,bulls eye consulting,remote,₹  2 - 3 lpa,0-2 years,2
,graphic designer,scaling wolves,remote,₹  2.5 - 3 lpa,0-2 years,2
0.0,inside sales specialist,skill-lync,chennai,₹  3 - 4 lpa,0-2 years,2
1.0,inside sales executive,nobroker technologies solutions private limited,bangalore,₹  4.8 - 5.1 lpa,0-5 years,4
1.0,business development (sales) trainee,simplify solutions,kurnool,₹  2 - 3 lpa,0-2 years,2
1.0,business development executive,ventura digital solutions llp (admobs),mumbai,₹  3 - 5 lpa,0-5 years,4
,cartoon storyboard animator,yodhra telugu creation,remote,₹  2 - 6.5 lpa,0-5 years,4
1.0,client acquisition specialist,reverr,delhi,₹  2 - 3 lpa,0-2 years,2
,luxury real estate sales manager,key castle properties private limited,pune,₹  2 - 3 lpa,0-2 years,2
1.0,digital marketing manager,reverr,delhi,₹  2 - 4 lpa,0-2 years,2
,telesales executive,girnar care,jaipur,₹  2 - 3 lpa,0-2 years,2
,lead generation executive,provab technosoft private limited,bangalore,₹  2 - 2.1 lpa,0-2 years,2
,sales executive,kidschaupal,remote,₹  2 - 3 lpa,0-2 years,2
,business development executive,growth cattalyst,noida,₹  4.32 - 4.44 lpa,0-2 years,2
,trainee hardware engineer,net tech services india private limited,mumbai,₹  2 lpa,0-2 years,2
,client relationship advisor,home serve india,chennai,₹  3 - 3.2 lpa,0-2 years,2
,social media executive,markenzo worldwide,mumbai,₹  2 - 3 lpa,0-2 years,2
,customer support executive,wake up & company,gurgaon,₹  2 - 4 lpa,0-2 years,2
,corporate sales executive,adapt affairs solution llp,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,movie recap writer,feardog music,remote,₹  2 lpa,0-2 years,2
,business development associate,byju's the learning app,bangalore,₹  7 - 8 lpa,0-5 years,4
1.0,tele sales executive,zigsaw consultancy,pune,₹  3 lpa,0-2 years,2
,process associate,prosapiens hr,chennai,₹  2.52 lpa,0-2 years,2
,junior social media marketing manager,retvens services,indore,₹  2 - 3 lpa,0-2 years,2
,corporate sales executive,café campaigns llp,bangalore,₹  2.8 - 3.2 lpa,0-2 years,2
,graphic designer,retvens services,indore,₹  2 - 3 lpa,0-2 years,2
,event sales executive,collab function private limited,remote,₹  2 - 2.1 lpa,0-2 years,2
,junior recruitment executive,trdfin support services,chennai,₹  2.5 - 2.8 lpa,0-2 years,2
,video editor,retvens services,indore,₹  2 - 3 lpa,0-2 years,2
1.0,fraud risk management - associate,netscribes (india) private limited,kolkata,₹  2 - 2.01 lpa,0-2 years,2
1.0,associate center manager,cultfit healthcare private limited,bangalore,₹  2.5 - 4.2 lpa,0-2 years,2
,virtual relationship manager,peel-works private limited,bangalore,₹  2 - 3 lpa,0-2 years,2
,human resources (hr) executive,kgn recruiter,faridabad,₹  2 - 3 lpa,0-2 years,2
,sales manager,smartbrew solutions private limited,delhi,₹  3 - 5 lpa,0-5 years,4
,business development associate - sales (malayalam),nxtwave disruptive technologies private limited,remote,₹  3 - 6 lpa,0-5 years,4
,market research analyst,resurgent av integrators private limited,bangalore,₹  2 - 2.5 lpa,0-2 years,2
,business development associate - presales (malayalam),nxtwave disruptive technologies private limited,remote,₹  2 - 3 lpa,0-2 years,2
,associate telecaller,integrated accounting and business services private limited,delhi,₹  2 - 2.4 lpa,0-2 years,2
,back office - executive,hemang doshi academy,ahmedabad,₹  2 lpa,0-2 years,2
1.0,travel consultant,globe holidays,mumbai,₹  2.4 - 4 lpa,0-2 years,2
,graphic designer,eulle entertainment,mumbai,₹  2.5 - 3.5 lpa,0-2 years,2
,associate graphic designer,underground movement llp,ahmedabad,₹  2 - 3 lpa,0-2 years,2
,marketing manager,berkshire media private limited,mumbai,₹  4 - 5 lpa,0-5 years,4
,facilitator (movement & expression),community 1st foundation,mumbai,₹  2 - 2.16 lpa,0-2 years,2
,editor,white panda,remote,₹  2 - 4 lpa,0-2 years,2
,telecaller,jemkon private limited,pune,₹  2 - 2.5 lpa,0-2 years,2
,junior search engine optimization (seo) executive,dot net tricks innovation private limited,remote,₹  2 lpa,0-2 years,2
1.0,junior talent acquisition associate,perydot systems & services private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,sourcing specialist,"antal international network, chennai",chennai,₹  2.4 - 3 lpa,0-2 years,2
,business development associate,functionup,bangalore,₹  3.8 - 4.8 lpa,0-2 years,2
,hr recruiter,"getboarded technologies, lda",ghaziabad,₹  2 - 2.1 lpa,0-2 years,2
1.0,field sales executive,vivvion,noida,₹  2 - 2.5 lpa,0-2 years,2
,proposal engineer,varshasookt private limited,thane,₹  2 - 2.5 lpa,0-2 years,2
,trainee - inside sales executive,acufore india private limited,bangalore,₹  2.8 - 3.2 lpa,0-2 years,2
,hr recruiter,easebiz fintech solutions llp,ahmedabad,₹  2 - 3 lpa,0-2 years,2
,data analytics executive,phifer india private limited,chennai,₹  2 - 2.4 lpa,0-2 years,2
,business development associate,aimlay private limited,delhi,₹  2 - 3.5 lpa,0-2 years,2
,graphic designer,varna crafts,hyderabad,₹  2 - 2.3 lpa,0-2 years,2
,.net developer,appsites infotech,jaipur,₹  3 - 3.5 lpa,0-2 years,2
,functional consultant,peoplestrong,gurgaon,₹  3.5 - 4 lpa,0-2 years,2
,junior content writer,sw softtech,mohali,₹  2 - 2.1 lpa,0-2 years,2
,marketing manager,travel designer india private limited,ahmedabad,₹  4 - 6 lpa,0-5 years,4
,junior recruitment executive,cheri angel hr consulting private limited,thane,₹  2 lpa,0-2 years,2
,customer success & operations manager,the agency source,delhi,₹  3 lpa,0-2 years,2
,customer service executive,the agency source,delhi,₹  3 lpa,0-2 years,2
1.0,business development executive,the quizopedia,delhi,₹  2.5 - 3 lpa,0-2 years,2
,junior backend software developer,zrpl,bangalore,₹  2 - 2.1 lpa,0-2 years,2
,sales associate,the agency source,delhi,₹  3 lpa,0-2 years,2
1.0,business development executive,total dental care private limited (sabka dentist),mumbai,₹  2 - 3 lpa,0-2 years,2
,associate content writer,kapture crm,bangalore,₹  2.76 - 4.5 lpa,0-2 years,2
,junior web developer,akki studios,mohali,₹  2 - 2.5 lpa,0-2 years,2
,content & e-commerce management associate,fabiano appliances,delhi,₹  2 - 3 lpa,0-2 years,2
,accounts executive,krista software,bangalore,₹  3 - 6 lpa,0-5 years,4
,digital marketing executive,intelli aitrillion technologies private limited,indore,₹  3 - 6 lpa,0-5 years,4
,sales agent,shiva plastics,delhi,₹  2.5 - 2.8 lpa,0-2 years,2
,digital marketing associate,ridaex,bangalore,₹  2 - 3 lpa,0-2 years,2
,junior social media marketing executive,mosol9,hyderabad,₹  2 lpa,0-2 years,2
,operations executive,paisaexpo fintech private limited,noida,₹  2 lpa,0-2 years,2
,business development executive,mukesh metal corporation,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,inside sales trainee,seltam technologies solutions private limited,chennai,₹  6 lpa,0-5 years,4
,civil engineer,innovative cadd centre,remote,₹  2 - 3 lpa,0-2 years,2
,education counsellor,codevirus security,lucknow,₹  2 - 2.5 lpa,0-2 years,2
,accountant,amawat,delhi,₹  2 lpa,0-2 years,2
,trainee recruitment,innova solutions,ahmedabad,₹  2.4 - 2.45 lpa,0-2 years,2
,event management associate,glitz n style worldwide,delhi,₹  2 - 2.5 lpa,0-2 years,2
,graphic designer,hj infotech,remote,₹  2 - 3.5 lpa,0-2 years,2
,php developer,zoopup,lucknow,₹  3.5 lpa,0-2 years,2
,junior operations executive,vestosa casa private limited,delhi,₹  2.5 - 3.5 lpa,0-2 years,2
,store supervisor,a3t technologies pvt ltd,hosur,₹  2 - 2.16 lpa,0-2 years,2
